"A","ProductName","InArea","Mba","ProductSerialNumber","commodity","AnnualConsumption","StartDate","ContractDuration","OrderDate","Status","PriceGuaranteeUntil","PriceValidSince","PriceChangePlanned","OrigBaseCosts","OrigKwhCosts","OrigKwhMargin","OrigbaseMargin","CurrentBasePriceNet","CurrentKwhPriceNet","CatalogBasePrice","CatalogKwhPrice","CurrentBaseCosts","CurrentKwhCosts","CurrentKwhMargin","CurrentBaseMargin","BaseNewPriceProposed","KwhNewPriceProposed","NewPriceInclude","NewPriceStartdate","CurrentBaseTargetMargin","CurrentKwhTargetMargin","error"
"A2",18,"False","en-2107546448","ev-hsroy6271","gas",2345,"2021-01-01","2022-07-01 00:00:00","2021-06-30","active","2022-07-01 00:00:00","2021-06-08","False",85.5474,0.040902,0.00357,32.64,118.1874,0.044472,165.393,0.16269,132.753,0.0449004,-0.0004284,-14.5656,165.393,0.04845,,,32.64,0.11781,
"A2",12,"False","en-2837855093","ev-mtldf6736","gas",2345,"2021-02-08","2022-02-07 00:00:00","2021-06-30","active","2022-02-07 00:00:00","2021-04-01","False",92.257,0.04411,0.00165,35.2,127.457,0.04576,178.365,0.16665,143.165,0.048422,-0.002662,-15.708,178.365,0.05005,,,35.2,0.11825,
"A2",18,"False","en-0869262352","ev-wtzoe1410","power",2345,"2021-01-01","2022-07-01 00:00:00","2021-06-30","active","2022-07-01 00:00:00","2021-06-08","False",76.299,0.1922787,0.010875,13.05,89.349,0.203145,93.8121,0.333297,78.6828,0.1767231,0.0264219,10.6662,91.7328,0.187572,,,15.1293,0.1566,
"A2",18,"False","en-0869262352","ev-zoqnj3200","gas",2345,"2021-01-01","2022-07-01 00:00:00","2021-06-30","active","2022-07-01 00:00:00","2021-06-08","False",96.4505,0.046115,0.004025,36.8,133.2505,0.05014,186.4725,0.183425,149.6725,0.050623,-0.000483,-16.422,186.4725,0.054625,,,36.8,0.132825,
"A2",12,"False","en-8318530642","ev-szgaz3308","gas",2345,"2021-03-31","2022-03-30 00:00:00","2021-06-30","active","2022-03-30 00:00:00","2021-04-01","False",95.6118,0.045714,0.00171,36.48,132.0918,0.047424,184.851,0.17271,148.371,0.0501828,-0.0027588,-16.2792,184.851,0.05187,,,36.48,0.12255,
"A2",12,"False","en-5336561385","ev-bhizx6815","power",2345,"2021-07-14","2022-07-13 00:00:00","2021-06-30","active","2022-07-13 00:00:00","2021-04-01","False",94.716,0.2386908,0.00486,16.2,110.916,0.24354,116.4564,0.404028,97.6752,0.2193804,0.0241596,13.2408,113.8752,0.224208,,,18.7812,0.18468,
"A2",12,"False","en-5336561385","ev-mofiz5896","gas",2345,"2021-07-14","2022-07-13 00:00:00","2021-06-30","active","2022-07-13 00:00:00","2021-04-01","False",71.2895,0.034085,0.001275,27.2,98.4895,0.03536,137.8275,0.128775,110.6275,0.037417,-0.002057,-12.138,137.8275,0.038675,,,27.2,0.091375,
"A2","EASY","False","en-7456663546","ev-qgvuo4021","power",2345,"2021-06-09","2021-06-09 00:00:00","2021-06-30","active","2021-06-09 00:00:00","2021-04-01","False",75.422,0.1900686,0.01806,21.5,96.922,0.20812,101.3338,0.314846,77.7784,0.1746918,0.0334282,19.1436,99.2784,0.192726,,,23.5554,0.14018,
"A2","EASY","False","en-6785952653","ev-yzkvt6962","gas",2345,"2021-06-09","2021-06-09 00:00:00","2021-06-30","active","2021-06-09 00:00:00","2021-04-01","False",91.4183,0.043709,0.00545,43.6,135.0183,0.049159,185.4635,0.161865,141.8635,0.0479818,0.0011772,-6.84520000000001,185.4635,0.05341,,,43.6,0.113905,
"A2","EASY","False","en-3553890819","ev-spudf0034","power",2345,"2021-06-09","2021-06-09 00:00:00","2021-06-30","active","2021-06-09 00:00:00","2021-04-01","False",84.192,0.2121696,0.02016,24,108.192,0.23232,113.1168,0.351456,86.8224,0.1950048,0.0373152,21.3696,110.8224,0.215136,,,26.2944,0.15648,
"A2","EASY","False","en-9798856135","ev-pjnrr0858","power",2345,"2021-03-01","2021-03-01 00:00:00","2021-07-01","active","2021-03-01 00:00:00","2021-04-01","False",75.422,0.1900686,0.01806,21.5,96.922,0.20812,101.3338,0.314846,77.7784,0.1746918,0.0334282,19.1436,99.2784,0.192726,,,23.5554,0.14018,
"A2","EASY","False","en-9441113686","ev-lhvtz2597","power",2345,"2021-05-24","2021-05-24 00:00:00","2021-07-01","active","2021-05-24 00:00:00","2021-04-01","False",96.47,0.243111,0.0231,27.5,123.97,0.2662,129.613,0.40271,99.484,0.223443,0.042757,24.486,126.984,0.24651,,,30.129,0.1793,
"A2","EASY","False","en-2996726598","ev-fswxc4257","gas",2345,"2021-05-04","2021-05-04 00:00:00","2021-07-01","active","2021-05-04 00:00:00","2021-04-01","False",81.3539,0.038897,0.00485,38.8,120.1539,0.043747,165.0455,0.144045,126.2455,0.0426994,0.0010476,-6.0916,165.0455,0.04753,,,38.8,0.101365,
"A2","EASY","False","en-1738278660","ev-eowjj3698","power",2345,"2021-07-16","2021-07-16 00:00:00","2021-07-01","active","2021-07-16 00:00:00","2021-04-01","False",89.454,0.2254302,0.02142,25.5,114.954,0.24684,120.1866,0.373422,92.2488,0.2071926,0.0396474,22.7052,117.7488,0.228582,,,27.9378,0.16626,
"A2","EASY","False","en-6638802923","ev-ofrge8933","power",2345,"2021-01-01","2021-01-01 00:00:00","2021-07-01","active","2021-01-01 00:00:00","2021-04-01","False",98.224,0.2475312,0.02352,28,126.224,0.27104,131.9696,0.410032,101.2928,0.2275056,0.0435344,24.9312,129.2928,0.250992,,,30.6768,0.18256,
"A2",12,"False","en-0123521007","ev-ytoxz8716","power",2345,"2021-05-04","2022-05-03 00:00:00","2021-07-01","active","2022-05-03 00:00:00","2021-04-01","False",79.7524,0.2053961,0.004095,8.19,87.9424,0.209482,87.9424,0.32396,81.627,0.1847573,0.0247247,6.3154,89.817,0.188825,,,6.3154,0.13923,
"A2",12,"False","en-0123521007","ev-siiru1397","gas",2345,"2021-05-04","2022-05-03 00:00:00","2021-07-01","active","2022-05-03 00:00:00","2021-04-01","False",111.1352,0.04020192,0.00132,28.16,139.2952,0.041536,139.2952,0.109824,155.0472,0.04428776,-0.00275176,-15.752,183.2072,0.045584,,,-15.752,0.06556,
"A2",12,"False","en-2567742339","ev-xtmmm0639","power",2345,"2021-02-10","2022-02-09 00:00:00","2021-07-01","active","2022-02-09 00:00:00","2021-04-01","False",89.3928,0.2302242,0.00459,9.18,98.5728,0.234804,98.5728,0.36312,91.494,0.2070906,0.0277134,7.0788,100.674,0.21165,,,7.0788,0.15606,
"A2",12,"False","en-2567742339","ev-papmk9133","power",2345,"2021-04-01","2022-03-31 00:00:00","2021-07-01","active","2022-03-31 00:00:00","2021-04-01","False",84.1344,0.2166816,0.00432,8.64,92.7744,0.220992,92.7744,0.34176,86.112,0.1949088,0.0260832,6.66240000000001,94.752,0.1992,,,6.6624,0.14688,
"A2",12,"False","en-4950184913","ev-acuec0251","gas",2345,"2021-06-01","2022-05-31 00:00:00","2021-07-01","active","2022-05-31 00:00:00","2021-04-01","False",142.7077,0.05162292,0.001695,36.16,178.8677,0.053336,178.8677,0.141024,199.0947,0.05686951,-0.00353351,-20.227,235.2547,0.058534,,,-20.227,0.084185,
"A2","EASY","False","en-7539284567","ev-evzxa7286","power",2345,"2021-04-06","2021-04-06 00:00:00","2021-07-01","active","2021-04-06 00:00:00","2021-04-01","False",94.716,0.2386908,0.02268,27,121.716,0.26136,127.2564,0.395388,97.6752,0.2193804,0.0419796,24.0408,124.6752,0.242028,,,29.5812,0.17604,
"A2","EASY","False","en-7539284567","ev-mhjxe8377","gas",2345,"2021-04-06","2021-04-06 00:00:00","2021-07-01","active","2021-04-06 00:00:00","2021-04-01","False",83.87,0.0401,0.005,40,123.87,0.0451,170.15,0.1485,130.15,0.04402,0.00108,-6.28,170.15,0.049,,,40,0.1045,
"A2","EASY","False","en-0235307691","ev-soyqk7145","power",2345,"2021-05-10","2021-05-10 00:00:00","2021-07-01","active","2021-05-10 00:00:00","2021-04-01","False",96.47,0.243111,0.0231,27.5,123.97,0.2662,129.613,0.40271,99.484,0.223443,0.042757,24.486,126.984,0.24651,,,30.129,0.1793,
"A2",12,"False","en-4974852016","ev-lvyza8499","power",2345,"2021-02-01","2022-01-31 00:00:00","2021-07-01","active","2022-01-31 00:00:00","2021-04-01","False",74.494,0.1918535,0.003825,7.65,82.144,0.19567,82.144,0.3026,76.245,0.1725755,0.0230945,5.89899999999999,83.895,0.176375,,,5.899,0.13005,
"A2","EASY","False","en-4811719089","ev-rzgpm0898","power",2345,"2021-01-01","2021-01-01 00:00:00","2021-07-01","active","2021-01-01 00:00:00","2021-04-01","False",100.855,0.2541615,0.02415,28.75,129.605,0.2783,135.5045,0.421015,104.006,0.2335995,0.0447005,25.599,132.756,0.257715,,,31.4985,0.18745,
"A2","EASY","False","en-6207668812","ev-odssb6484","power",2345,"2021-01-01","2021-01-01 00:00:00","2021-07-01","active","2021-01-01 00:00:00","2021-04-01","False",94.716,0.2386908,0.02268,27,121.716,0.26136,127.2564,0.395388,97.6752,0.2193804,0.0419796,24.0408,124.6752,0.242028,,,29.5812,0.17604,
"A2","EASY","False","en-6862719660","ev-wddhy8318","power",2345,"2021-01-01","2021-01-01 00:00:00","2021-07-01","active","2021-01-01 00:00:00","2021-04-01","False",88.577,0.2232201,0.02121,25.25,113.827,0.24442,119.0083,0.369761,91.3444,0.2051613,0.0392587,22.4826,116.5944,0.226341,,,27.6639,0.16463,
"A2","EASY","False","en-2727052603","ev-cfaip0269","power",2345,"2021-01-01","2021-01-01 00:00:00","2021-07-01","active","2021-01-01 00:00:00","2021-04-01","False",82.438,0.2077494,0.01974,23.5,105.938,0.22748,110.7602,0.344134,85.0136,0.1909422,0.0365378,20.9244,108.5136,0.210654,,,25.7466,0.15322,
"A2","EASY","False","en-8924995346","ev-gbgrn5162","power",2345,"2021-01-01","2021-01-01 00:00:00","2021-07-01","active","2021-01-01 00:00:00","2021-04-01","False",99.101,0.2497413,0.02373,28.25,127.351,0.27346,133.1479,0.413693,102.1972,0.2295369,0.0439231,25.1538,130.4472,0.253233,,,30.9507,0.18419,
"A2","EASY","False","en-6960525704","ev-kypnn1664","power",2345,"2021-01-01","2021-01-01 00:00:00","2021-07-01","active","2021-01-01 00:00:00","2021-04-01","False",100.855,0.2541615,0.02415,28.75,129.605,0.2783,135.5045,0.421015,104.006,0.2335995,0.0447005,25.599,132.756,0.257715,,,31.4985,0.18745,
"A2","EASY","False","en-3219715095","ev-ywgsi0260","power",2345,"2021-01-01","2021-01-01 00:00:00","2021-07-01","active","2021-01-01 00:00:00","2021-04-01","False",99.101,0.2497413,0.02373,28.25,127.351,0.27346,133.1479,0.413693,102.1972,0.2295369,0.0439231,25.1538,130.4472,0.253233,,,30.9507,0.18419,
"A2","EASY","False","en-9622884600","ev-mutgv3746","power",2345,"2021-01-01","2021-01-01 00:00:00","2021-07-01","active","2021-01-01 00:00:00","2021-04-01","False",83.315,0.2099595,0.01995,23.75,107.065,0.2299,111.9385,0.347795,85.918,0.1929735,0.0369265,21.147,109.668,0.212895,,,26.0205,0.15485,
"A2","EASY","False","en-9603533812","ev-oszbe7613","power",2345,"2021-01-02","2021-01-02 00:00:00","2021-07-02","active","2021-01-02 00:00:00","2021-04-01","False",88.577,0.2232201,0.02121,25.25,113.827,0.24442,119.0083,0.369761,91.3444,0.2051613,0.0392587,22.4826,116.5944,0.226341,,,27.6639,0.16463,
"A2","EASY","False","en-7661187984","ev-zqkle3698","power",2345,"2021-06-10","2021-06-10 00:00:00","2021-07-01","active","2021-06-10 00:00:00","2021-04-01","False",96.47,0.243111,0.0231,27.5,123.97,0.2662,129.613,0.40271,99.484,0.223443,0.042757,24.486,126.984,0.24651,,,30.129,0.1793,
"A2",12,"False","en-5310896880","ev-thiwo3489","gas",2345,"2021-07-01","2022-06-30 00:00:00","2021-07-02","active","2022-06-30 00:00:00","2021-04-01","False",88.9022,0.042506,0.00159,33.92,122.8222,0.044096,171.879,0.16059,137.959,0.0466612,-0.0025652,-15.1368,171.879,0.04823,,,33.92,0.11395,
"A2",12,"False","en-5310896880","ev-ajrdj8280","power",2345,"2021-07-01","2022-06-30 00:00:00","2021-07-02","active","2022-06-30 00:00:00","2021-04-01","False",97.347,0.2453211,0.004995,16.65,113.997,0.250305,119.6913,0.415251,100.3884,0.2254743,0.0248307,13.6086,117.0384,0.230436,,,19.3029,0.18981,
"A2","EASY","False","en-0614195451","ev-mknjs6844","power",2345,"2021-06-01","2021-06-01 00:00:00","2021-07-02","active","2021-06-01 00:00:00","2021-04-01","False",97.347,0.2453211,0.02331,27.75,125.097,0.26862,130.7913,0.406371,100.3884,0.2254743,0.0431457,24.7086,128.1384,0.248751,,,30.4029,0.18093,
"A2",12,"False","en-8413901318","ev-pqtxw8805","power",2345,"2021-03-01","2022-02-28 00:00:00","2021-07-02","active","2022-02-28 00:00:00","2021-04-01","False",87.64,0.22571,0.0045,9,96.64,0.2302,96.64,0.356,89.7,0.20303,0.02717,6.94,98.7,0.2075,,,6.94,0.153,
"A2",18,"False","en-7578027562","ev-dcils2111","power",2345,"2021-04-12","2022-10-10 00:00:00","2021-07-02","active","2022-10-10 00:00:00","2021-06-08","False",80.684,0.2033292,0.0115,13.8,94.484,0.21482,99.2036,0.352452,83.2048,0.1868796,0.0279404,11.2792,97.0048,0.198352,,,15.9988,0.1656,
"A2","EASY","False","en-0544869985","ev-yabgt2348","power",2345,"2021-05-04","2021-05-04 00:00:00","2021-07-02","active","2021-05-04 00:00:00","2021-04-01","False",79.807,0.2011191,0.01911,22.75,102.557,0.22022,107.2253,0.333151,82.3004,0.1848483,0.0353717,20.2566,105.0504,0.203931,,,24.9249,0.14833,
"A2","EASY","False","en-0544869985","ev-ebdow5106","gas",2345,"2021-05-04","2021-05-04 00:00:00","2021-07-02","active","2021-05-04 00:00:00","2021-04-01","False",96.4505,0.046115,0.00575,46,142.4505,0.051865,195.6725,0.170775,149.6725,0.050623,0.001242,-7.22199999999998,195.6725,0.05635,,,46,0.120175,
"A2","EASY","False","en-1535426918","ev-sxggl4527","gas",2345,"2021-03-01","2021-03-01 00:00:00","2021-07-02","active","2021-03-01 00:00:00","2021-04-01","False",85.5474,0.040902,0.0051,40.8,126.3474,0.046002,173.553,0.15147,132.753,0.0449004,0.0011016,-6.40560000000001,173.553,0.04998,,,40.8,0.10659,
"A2","EASY","False","en-5100520955","ev-tjwzp6637","power",2345,"2021-04-05","2021-04-05 00:00:00","2021-07-02","active","2021-04-05 00:00:00","2021-04-01","False",87.7,0.22101,0.021,25,112.7,0.242,117.83,0.3661,90.44,0.20313,0.03887,22.26,115.44,0.2241,,,27.39,0.163,
"A2","EASY","False","en-5100520955","ev-etmxe7049","gas",2345,"2021-04-05","2021-04-05 00:00:00","2021-07-02","active","2021-04-05 00:00:00","2021-04-01","False",82.1926,0.039298,0.0049,39.2,121.3926,0.044198,166.747,0.14553,127.547,0.0431396,0.0010584,-6.1544,166.747,0.04802,,,39.2,0.10241,
"A2","EASY","False","en-8944498263","ev-zrstj1184","power",2345,"2021-01-02","2021-01-02 00:00:00","2021-07-02","active","2021-01-02 00:00:00","2021-04-01","False",74.545,0.1878585,0.01785,21.25,95.795,0.2057,100.1555,0.311185,76.874,0.1726605,0.0330395,18.921,98.124,0.190485,,,23.2815,0.13855,
"A2",18,"False","en-4538125966","ev-wcpft8710","power",2345,"2021-01-01","2022-07-01 00:00:00","2021-07-02","active","2022-07-01 00:00:00","2021-06-08","False",85.946,0.2165898,0.01225,14.7,100.646,0.22883,105.6734,0.375438,88.6312,0.1990674,0.0297626,12.0148,103.3312,0.211288,,,17.0422,0.1764,
"A2",18,"False","en-4538125966","ev-naalh5455","gas",2345,"2021-01-01","2022-07-01 00:00:00","2021-07-02","active","2022-07-01 00:00:00","2021-06-08","False",83.87,0.0401,0.0035,32,115.87,0.0436,162.15,0.1595,130.15,0.04402,-0.00042,-14.28,162.15,0.0475,,,32,0.1155,
"A2","EASY","False","en-9885160508","ev-pozly2020","power",2345,"2021-01-02","2021-01-02 00:00:00","2021-07-02","active","2021-01-02 00:00:00","2021-04-01","False",81.561,0.2055393,0.01953,23.25,104.811,0.22506,109.5819,0.340473,84.1092,0.1889109,0.0361491,20.7018,107.3592,0.208413,,,25.4727,0.15159,
"A2",12,"False","en-9137589348","ev-fqcfw5211","gas",2345,"2021-06-01","2022-05-31 00:00:00","2021-07-02","active","2022-05-31 00:00:00","2021-04-01","False",142.7077,0.05162292,0.001695,36.16,178.8677,0.053336,178.8677,0.141024,199.0947,0.05686951,-0.00353351,-20.227,235.2547,0.058534,,,-20.227,0.084185,
"A2",12,"False","en-6546173805","ev-erhsm6317","power",2345,"2021-05-03","2022-05-02 00:00:00","2021-07-02","active","2022-05-02 00:00:00","2021-04-01","False",86.7636,0.2234529,0.004455,8.91,95.6736,0.227898,95.6736,0.35244,88.803,0.2009997,0.0268983,6.8706,97.713,0.205425,,,6.8706,0.15147,
"A2",18,"False","en-1603974930","ev-aaxmr6121","gas",2345,"2021-05-04","2022-11-01 00:00:00","2021-07-02","active","2022-11-01 00:00:00","2021-06-08","False",138.919,0.0502524,0.00385,35.2,174.119,0.05412,174.119,0.14608,193.809,0.0553597,-0.0012397,-19.69,229.009,0.05918,,,-19.69,0.09075,
"A2","EASY","False","en-5113888373","ev-sezfg8043","power",2345,"2021-05-11","2021-05-11 00:00:00","2021-07-02","active","2021-05-11 00:00:00","2021-04-01","False",95.593,0.2409009,0.02289,27.25,122.843,0.26378,128.4347,0.399049,98.5796,0.2214117,0.0423683,24.2634,125.8296,0.244269,,,29.8551,0.17767,
"A2","EASY","False","en-1176743662","ev-xpfmw1441","power",2345,"2021-02-01","2021-02-01 00:00:00","2021-07-02","active","2021-02-01 00:00:00","2021-04-01","False",82.438,0.2077494,0.01974,23.5,105.938,0.22748,110.7602,0.344134,85.0136,0.1909422,0.0365378,20.9244,108.5136,0.210654,,,25.7466,0.15322,
"A2","EASY","False","en-7294007393","ev-mykzf1892","power",2345,"2021-01-04","2021-01-04 00:00:00","2021-07-02","active","2021-01-04 00:00:00","2021-04-01","False",87.7,0.22101,0.021,25,112.7,0.242,117.83,0.3661,90.44,0.20313,0.03887,22.26,115.44,0.2241,,,27.39,0.163,
"A2","EASY","False","en-1176743662","ev-xnmhn6695","power",2345,"2021-03-01","2021-03-01 00:00:00","2021-07-02","active","2021-03-01 00:00:00","2021-04-01","False",74.545,0.1878585,0.01785,21.25,95.795,0.2057,100.1555,0.311185,76.874,0.1726605,0.0330395,18.921,98.124,0.190485,,,23.2815,0.13855,
"A2",12,"False","en-9824006408","ev-rkaeu4292","power",2345,"2022-09-01","2023-08-31 00:00:00","2021-07-02","active","2023-08-31 00:00:00","2021-04-01","False",99.0332,0.2550523,0.005085,10.17,109.2032,0.260126,109.2032,0.40228,101.361,0.2294239,0.0307021,7.84220000000001,111.531,0.234475,,,7.8422,0.17289,
"A2","EASY","False","en-0858345622","ev-drbay7253","power",2345,"2021-01-03","2021-01-03 00:00:00","2021-07-03","active","2021-01-03 00:00:00","2021-04-01","False",81.561,0.2055393,0.01953,23.25,104.811,0.22506,109.5819,0.340473,84.1092,0.1889109,0.0361491,20.7018,107.3592,0.208413,,,25.4727,0.15159,
"A2","EASY","False","en-4295884292","ev-raxao3208","power",2345,"2021-06-11","2021-06-11 00:00:00","2021-07-02","active","2021-06-11 00:00:00","2021-04-01","False",94.716,0.2386908,0.02268,27,121.716,0.26136,127.2564,0.395388,97.6752,0.2193804,0.0419796,24.0408,124.6752,0.242028,,,29.5812,0.17604,
"A2","EASY","False","en-0681855292","ev-nxjgv1861","power",2345,"2021-01-03","2021-01-03 00:00:00","2021-07-03","active","2021-01-03 00:00:00","2021-04-01","False",96.47,0.243111,0.0231,27.5,123.97,0.2662,129.613,0.40271,99.484,0.223443,0.042757,24.486,126.984,0.24651,,,30.129,0.1793,
"A2","EASY","False","en-0689810422","ev-jeclv9281","power",2345,"2021-06-12","2021-06-12 00:00:00","2021-07-03","active","2021-06-12 00:00:00","2021-04-01","False",88.577,0.2232201,0.02121,25.25,113.827,0.24442,119.0083,0.369761,91.3444,0.2051613,0.0392587,22.4826,116.5944,0.226341,,,27.6639,0.16463,
"A2","EASY","False","en-6077784202","ev-hitjj1349","power",2345,"2021-01-04","2021-01-04 00:00:00","2021-07-04","active","2021-01-04 00:00:00","2021-04-01","False",78.053,0.1966989,0.01869,22.25,100.303,0.21538,104.8687,0.325829,80.4916,0.1807857,0.0345943,19.8114,102.7416,0.199449,,,24.3771,0.14507,
"A2","EASY","False","en-2209548615","ev-stwgs5457","power",2345,"2021-01-04","2021-01-04 00:00:00","2021-07-04","active","2021-01-04 00:00:00","2021-04-01","False",100.855,0.2541615,0.02415,28.75,129.605,0.2783,135.5045,0.421015,104.006,0.2335995,0.0447005,25.599,132.756,0.257715,,,31.4985,0.18745,
"A2","EASY","False","en-2032534899","ev-giptc8542","power",2345,"2021-06-13","2021-06-13 00:00:00","2021-07-04","active","2021-06-13 00:00:00","2021-04-01","False",82.438,0.2077494,0.01974,23.5,105.938,0.22748,110.7602,0.344134,85.0136,0.1909422,0.0365378,20.9244,108.5136,0.210654,,,25.7466,0.15322,
"A2",18,"False","en-3639710601","ev-isllg1019","power",2345,"2021-01-01","2022-07-01 00:00:00","2021-07-05","active","2022-07-01 00:00:00","2021-06-08","False",86.823,0.2187999,0.012375,14.85,101.673,0.231165,106.7517,0.379269,89.5356,0.2010987,0.0300663,12.1374,104.3856,0.213444,,,17.2161,0.1782,
"A2",18,"False","en-3639710601","ev-impxo9340","gas",2345,"2021-01-01","2022-07-01 00:00:00","2021-07-05","active","2022-07-01 00:00:00","2021-06-08","False",73.8056,0.035288,0.00308,28.16,101.9656,0.038368,142.692,0.14036,114.532,0.0387376,-0.0003696,-12.5664,142.692,0.0418,,,28.16,0.10164,
"A2",12,"False","en-1538831940","ev-prpvf3702","power",2345,"2021-05-01","2022-04-30 00:00:00","2021-07-05","active","2022-04-30 00:00:00","2021-04-01","False",77.176,0.1944888,0.00396,13.2,90.376,0.19844,94.8904,0.329208,79.5872,0.1787544,0.0196856,10.7888,92.7872,0.182688,,,15.3032,0.15048,
"A2","EASY","False","en-1910966926","ev-qdjub7112","power",2345,"2021-04-01","2021-04-01 00:00:00","2021-07-05","active","2021-04-01 00:00:00","2021-04-01","False",92.085,0.2320605,0.02205,26.25,118.335,0.2541,123.7215,0.384405,94.962,0.2132865,0.0408135,23.373,121.212,0.235305,,,28.7595,0.17115,
"A2",12,"False","en-3580086134","ev-cidgk2707","power",2345,"2021-04-05","2022-04-04 00:00:00","2021-07-05","active","2022-04-04 00:00:00","2021-04-01","False",89.3928,0.2220642,0.00459,9.18,98.5728,0.226644,98.5728,0.35496,91.494,0.1989306,0.0277134,7.0788,100.674,0.20349,,,7.0788,0.15606,
"A2",12,"False","en-5752747906","ev-yqjqw4320","gas",2345,"2021-06-01","2022-05-31 00:00:00","2021-07-05","active","2022-05-31 00:00:00","2021-04-01","False",132.6045,0.0479682,0.001575,33.6,166.2045,0.04956,166.2045,0.13104,184.9995,0.05284335,-0.00328335,-18.795,218.5995,0.05439,,,-18.795,0.078225,
"A2","EASY","False","en-0724300447","ev-pkijv3055","power",2345,"2021-01-05","2021-01-05 00:00:00","2021-07-05","active","2021-01-05 00:00:00","2021-04-01","False",75.422,0.1900686,0.01806,21.5,96.922,0.20812,101.3338,0.314846,77.7784,0.1746918,0.0334282,19.1436,99.2784,0.192726,,,23.5554,0.14018,
"A2","EASY","False","en-0135431781","ev-thwqd0665","power",2345,"2021-01-05","2021-01-05 00:00:00","2021-07-05","active","2021-01-05 00:00:00","2021-04-01","False",87.7,0.22101,0.021,25,112.7,0.242,117.83,0.3661,90.44,0.20313,0.03887,22.26,115.44,0.2241,,,27.39,0.163,
"A2",18,"False","en-2210505604","ev-xuofg5834","power",2345,"2021-06-01","2022-11-29 00:00:00","2021-07-05","active","2022-11-29 00:00:00","2021-06-08","False",94.6512,0.2437668,0.0135,9.72,104.3712,0.257256,104.3712,0.3942,96.876,0.2192724,0.0379836,7.4952,106.596,0.23274,,,7.4952,0.17496,
"A2","EASY","False","en-2345616789","ev-izwtk3570","power",2345,"2021-01-05","2021-01-05 00:00:00","2021-07-05","active","2021-01-05 00:00:00","2021-04-01","False",90.331,0.2276403,0.02163,25.75,116.081,0.24926,121.3649,0.377083,93.1532,0.2092239,0.0400361,22.9278,118.9032,0.230823,,,28.2117,0.16789,
"A2","EASY","False","en-9618497425","ev-ffrhx7186","power",2345,"2021-01-05","2021-01-05 00:00:00","2021-07-05","active","2021-01-05 00:00:00","2021-04-01","False",82.438,0.2077494,0.01974,23.5,105.938,0.22748,110.7602,0.344134,85.0136,0.1909422,0.0365378,20.9244,108.5136,0.210654,,,25.7466,0.15322,
"A2","EASY","False","en-4291724302","ev-riiza4955","power",2345,"2021-01-05","2021-01-05 00:00:00","2021-07-05","active","2021-01-05 00:00:00","2021-04-01","False",84.192,0.2121696,0.02016,24,108.192,0.23232,113.1168,0.351456,86.8224,0.1950048,0.0373152,21.3696,110.8224,0.215136,,,26.2944,0.15648,
"A2","EASY","False","en-5005944789","ev-hhdta5254","power",2345,"2021-01-05","2021-01-05 00:00:00","2021-07-05","active","2021-01-05 00:00:00","2021-04-01","False",79.807,0.2011191,0.01911,22.75,102.557,0.22022,107.2253,0.333151,82.3004,0.1848483,0.0353717,20.2566,105.0504,0.203931,,,24.9249,0.14833,
"A2",12,"False","en-9411587505","ev-mfypq4290","gas",2345,"2021-07-05","2022-07-04 00:00:00","2021-07-05","active","2022-07-04 00:00:00","2021-04-01","False",82.1926,0.039298,0.00147,31.36,113.5526,0.040768,158.907,0.14847,127.547,0.0431396,-0.0023716,-13.9944,158.907,0.04459,,,31.36,0.10535,
"A2",18,"False","en-5550519788","ev-cffsc7342","gas",2345,"2021-05-01","2022-10-29 00:00:00","2021-07-05","active","2022-10-29 00:00:00","2021-06-08","False",88.9022,0.042506,0.00371,33.92,122.8222,0.046216,171.879,0.16907,137.959,0.0466612,-0.0004452,-15.1368,171.879,0.05035,,,33.92,0.12243,
"A2",12,"False","en-9411587505","ev-kekfs2019","power",2345,"2021-07-05","2022-07-04 00:00:00","2021-07-05","active","2022-07-04 00:00:00","2021-04-01","False",76.299,0.1922787,0.003915,13.05,89.349,0.196185,93.8121,0.325467,78.6828,0.1767231,0.0194619,10.6662,91.7328,0.180612,,,15.1293,0.14877,
"A2",18,"False","en-6059892841","ev-lwsdu8353","gas",2345,"2021-07-05","2023-01-02 00:00:00","2021-07-05","active","2023-01-02 00:00:00","2021-06-08","False",84.7087,0.040501,0.003535,32.32,117.0287,0.044036,163.7715,0.161095,131.4515,0.0444602,-0.0004242,-14.4228,163.7715,0.047975,,,32.32,0.116655,
"A2",12,"False","en-3996547554","ev-iphls4951","power",2345,"2021-07-06","2022-07-05 00:00:00","2021-07-05","active","2022-07-05 00:00:00","2021-04-01","False",90.2692,0.2324813,0.004635,9.27,99.5392,0.237106,99.5392,0.36668,92.391,0.2091209,0.0279851,7.1482,101.661,0.213725,,,7.1482,0.15759,
"A2",18,"False","en-1328185432","ev-doqza9123","gas",2345,"2021-05-01","2022-10-29 00:00:00","2021-07-05","active","2022-10-29 00:00:00","2021-06-08","False",84.7087,0.040501,0.003535,32.32,117.0287,0.044036,163.7715,0.161095,131.4515,0.0444602,-0.0004242,-14.4228,163.7715,0.047975,,,32.32,0.116655,
